chatId,timestamp,userIp,question,answer
103874da-1af9-4f8b-98be-99a4526da8cc,2025-02-03T09:17:43.690746+00:00Z,213.7.212.90:51687,When should a patient with thalassaemia be transfused?,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <title>Thalassaemia Transfusion Guidelines</title>
</head>
<body>
    <h1>When Should a Patient with Thalassaemia Be Transfused?</h1>
    <p>Patients with thalassaemia should be transfused based on the following guidelines:</p>
    <ul>
        <li>Transfusion therapy should begin once thalassaemia is confirmed through laboratory diagnosis and molecular studies.</li>
        <li>Hb levels are less than 7 g/dL on two successive occasions, more than two weeks apart.</li>
        <li>Hb levels are greater than 7 g/dL but accompanied by physical characteristics such as facial changes, poor growth, limited weight gain, bone fractures, or extramedullary hematopoiesis.</li>
        <li>For thalassaemia major (TM) patients, regular transfusions are required every 2-4 weeks to maintain pre-transfusion Hb levels between 9.5-10 g/dL and post-transfusion Hb levels below 15 g/dL.</li>
        <li>For thalassaemia intermedia (TI) patients, sporadic transfusions are required based on their iron load and clinical needs.</li>
    </ul>
    <p>For more detailed information, please refer to the <a href=""https://www.thalassaemia.org.cy"">Thalassaemia International Federation (TIF) website</a>.</p>
    <p>If you need further assistance, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>
    <p>Sources:</p>
    <ul>
        <li><a href=""EN_Recommendations for Healthcare Professionals.pdf#page=5"">EN_Recommendations for Healthcare Professionals.pdf</a></li>
        <li><a href=""EMERGENCY-MANAGEMENT-OF-THALASSAEMIA-LOW-1.pdf#page=11"">EMERGENCY-MANAGEMENT-OF-THALASSAEMIA-LOW-1.pdf</a></li>
        <li><a href=""NursesGuide_English.pdf#page=39"">NursesGuide_English.pdf</a></li>
        <li><a href=""TDT-GUIDE-2022-FOR-web.pdf#page=26"">TDT-GUIDE-2022-FOR-web.pdf</a></li>
        <li><a href=""AboutThalassaemia_English.pdf#page=37"">AboutThalassaemia_English.pdf</a></li>
    </ul>
      "
10429134-80a6-4d21-a048-b7f9d6e0a1f2,2025-01-31T18:34:02.912697+00:00Z,185.159.157.139:46579,How can I join the Thalassaemia Association in Germany?,"<h1>Joining the Thalassaemia Association in Germany</h1>

<p>To join the Thalassaemia Association in Germany, you can follow these steps:</p>

<ul>
  <li>Contact the Thalassaemia International Federation (TIF) for assistance in connecting with the local thalassaemia association in Germany. TIF can provide contact information and guidance. You can reach TIF at <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a> [ngoguideenglish.pdf#page=56].</li>
  <li>Visit the TIF website to find more information about national thalassaemia associations and resources that may be helpful [ThalassaemiaforParents_English.pdf#page=1].</li>
  <li>Consider joining local support groups or networks to build a support system and connect with others who can share experiences and offer support [ThalassaemiaforParents_English.pdf#page=1].</li>
</ul>

<p>For further assistance, you can contact TIF directly at <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

"
1068331a-f97c-49f3-8686-d95fc6cef354,2025-01-29T15:25:54.980902+00:00Z,62.228.140.120:20760,Is it okay for a man with this condition to take an iron supplement?,"<h1>Iron Supplementation for Men with Beta-Thalassemia Trait</h1>

<p>It is generally not recommended for individuals with Beta-Thalassemia Trait to take iron supplements unless they have been diagnosed with iron deficiency by a healthcare professional. This is because people with Beta-Thalassemia Trait can have a tendency to absorb more iron from their diet, which can lead to iron overload [TIF_Guidelines_NTD_BThal.pdf#page=47][TIF_Guidelines_NTD_BThal.pdf#page=64].</p>

<p>Iron overload can cause damage to various organs, including the liver and heart, and can lead to complications such as diabetes and endocrine disorders [NTDT-final-combined-1.pdf#page=57]. Therefore, taking iron supplements without medical supervision can be harmful.</p>

<p>If you suspect you have iron deficiency, it is important to consult with your healthcare provider. They can perform appropriate tests to determine your iron levels and recommend the best course of action [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=27].</p>

<p>For more detailed information, you can refer to the following sources:</p>
<ul>
    <li><a href=""http://thalassaemia.org.cy"">Thalassaemia International Federation</a> [TIF_Guidelines_NTD_BThal.pdf#page=47]</li>
    <li><a href=""http://thalassaemia.org.cy"">Thalassaemia International Federation</a> [TIF_Guidelines_NTD_BThal.pdf#page=64]</li>
    <li><a href=""http://thalassaemia.org.cy"">Thalassaemia International Federation</a> [NTDT-final-combined-1.pdf#page=57]</li>
    <li><a href=""http://thalassaemia.org.cy"">Thalassaemia International Federation</a> [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=27]</li>
</ul>

"
108685e0-ce60-47e2-b13b-267a428bdc45,2025-01-13T10:42:08.727701+00:00Z,86.149.175.235:63879,when will luspatercept be available in the uk?,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <title>Availability of Luspatercept in the UK</title>
</head>
<body>
    <h1>Availability of Luspatercept in the UK</h1>
    <p>Luspatercept, also known as Reblozyl®, has been granted official authorization by the European Medicines Agency (EMA) and the Food and Drug Administration (FDA) for the management of transfusion-dependent thalassaemia (TDT). It received European Commission approval in March 2023 for the treatment of anaemia in adult patients with non-transfusion-dependent thalassaemia (NTDT) [TDT-GUIDE-2022-FOR-web.pdf#page=130][TIF_Guidelines_NTD_BThal.pdf#page=30].</p>
    <p>For specific availability in the UK, it is recommended to consult with your healthcare provider or the relevant health authorities for the most current information.</p>
    <p>If you have further questions, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

    <h2>Follow-up Questions</h2>
      "
10915e4b-ac61-4fe0-abcc-0e90ee35078a,2025-02-20T05:21:11.250757+00:00Z,182.191.130.182:22914,How to treat iron overload,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <title>Iron Overload Treatment</title>
</head>
<body>
    <h1>Iron Overload Treatment</h1>
    <p>Treatment of iron overload in thalassaemia patients involves the use of iron chelation therapy. The main iron chelators used are deferoxamine (DFO), deferiprone (DFP), and deferasirox (DFX). These can be used singly or in combination, depending on the patient's specific needs and the severity of iron overload [NutritionGuide_ThalPKD_v2.pdf#page=19].</p>
    
    <h2>Types of Chelation Therapy</h2>
    <ul>
        <li><strong>Prevention Therapy:</strong> Aims to maintain safe levels of body iron by balancing iron intake from blood transfusions with iron excretion [EN_Recommendations for Healthcare Professionals.pdf#page=13].</li>
        <li><strong>Rescue Therapy:</strong> Used to remove excess iron that has accumulated over time [EN_Recommendations for Healthcare Professionals.pdf#page=13].</li>
        <li><strong>Emergency Therapy:</strong> Intensifies iron chelation in cases of iron-induced heart failure [EN_Recommendations for Healthcare Professionals.pdf#page=13].</li>
    </ul>
    
    <h2>Monitoring and Adjustments</h2>
    <p>Regular monitoring of liver iron concentration (LIC) and serum ferritin levels is essential to adjust dosing and treatment regimens. This helps in balancing iron excretion with iron accumulation from transfusions [EN_Recommendations for Healthcare Professionals.pdf#page=18].</p>
    
    <h2>Specific Considerations</h2>
    <p>Patients with significant cardiac iron overload (T2* < 20 ms) are at risk of rapid deterioration and may require combined chelation therapy or continuous intravenous infusion of deferoxamine in severe cases [TDT-GUIDE-2022-FOR-web.pdf#page=56].</p>
    
    <p>For further assistance, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

    <h2>Follow-up Questions</h2>
      "
10f6624c-f3f4-4974-b57e-87a4cf869ac1,2025-01-13T21:29:52.651056+00:00Z,156.211.156.114:55736,هل يمكن أن تتحول الثلاثيميا المتوسطة إلى ثلاسيميا كبري ,"<h1>تحول الثلاسيميا المتوسطة إلى ثلاسيميا كبرى</h1>

<p>الثلاسيميا المتوسطة (Thalassemia Intermedia) هي حالة تتراوح شدتها بين الخفيفة والشديدة، ولكنها لا تصل إلى مستوى الثلاسيميا الكبرى (Thalassemia Major) من حيث الحاجة إلى نقل الدم المنتظم. ومع ذلك، يمكن أن تتفاقم حالة الثلاسيميا المتوسطة مع مرور الوقت وتظهر أعراض ومضاعفات مشابهة لتلك التي تظهر في الثلاسيميا الكبرى.</p>

<p>بعض العوامل التي قد تؤدي إلى تفاقم الحالة تشمل:</p>
<ul>
    <li>زيادة تراكم الحديد في الجسم نتيجة لنقل الدم المتكرر أو الامتصاص الزائد للحديد من الأمعاء. [TIF_Guidelines_NTD_BThal.pdf#page=74]</li>
    <li>تضخم الطحال الذي قد يتطلب استئصاله. [NTDT-final-combined-1.pdf#page=100]</li>
    <li>مضاعفات أخرى مثل ضعف العظام، التخثر، وارتفاع ضغط الدم الرئوي. [NTDT-final-combined-1.pdf#page=114]</li>
</ul>

<p>لذلك، من المهم متابعة الحالة بانتظام مع الطبيب المختص وإجراء الفحوصات اللازمة لتقييم تطور الحالة واتخاذ الإجراءات المناسبة في الوقت المناسب.</p>

<p>للمزيد من المعلومات، يمكن التواصل عبر البريد الإلكتروني: <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a></p>

"
10fada83-d4fd-49bc-90fa-773f1a9d9338,2025-01-14T02:37:46.425482+00:00Z,24.126.150.8:56901,What are the genetic causes of thalassaemia and their impact on severity?,"<h1>Genetic Causes of Thalassaemia and Their Impact on Severity</h1>

<p>Thalassaemia is primarily caused by genetic mutations affecting the production of globin proteins, which are essential components of hemoglobin. The severity of thalassaemia varies widely depending on the specific genetic mutations involved and their interactions.</p>

<h2>Types of Thalassaemia</h2>
<ul>
  <li><strong>α-thalassaemia:</strong> Occurs when genes related to the α-globin protein are missing or mutated.</li>
  <li><strong>β-thalassaemia:</strong> Occurs when similar genetic defects affect the production of the β-globin protein.</li>
</ul>

<h2>Severity of β-thalassaemia</h2>
<p>The severity of β-thalassaemia can range from mild to very severe, depending on the specific mutations and their interactions:</p>

<ul>
  <li><strong>Thalassaemia Major:</strong> Patients cannot survive long without regular blood transfusions. This condition is often caused by severe β-thalassaemia mutations [NursesGuide_English.pdf#page=37][HaveYouHeard_EN.pdf#page=1].</li>
  <li><strong>Thalassaemia Intermedia:</strong> Patients may survive with occasional or no transfusions, or with chronic transfusions initiated at an older age. This condition can result from a variety of genetic interactions, including the co-inheritance of α-thalassaemia or gene modifiers that increase HbF production [NursesGuide_English.pdf#page=37][Preventiondiagnosis-of-Hbpathies_BOOKLETNEW-1.pdf#page=61].</li>
</ul>

<h2>Genetic Factors Influencing Severity</h2>
<p>Several genetic factors can influence the severity of thalassaemia:</p>

<ul>
  <li><strong>Co-inheritance of α-thalassaemia:</strong> The loss of one or more α-globin genes can ameliorate the severity of β-thalassaemia. For example, patients homozygous for a severe β-thalassaemia allele with two α-globin genes missing are more likely to have thalassaemia intermedia [PreventionVol1_English.pdf#page=101].</li>
  <li><strong>Increased HbF Production:</strong> Genetic modifiers that increase the production of fetal hemoglobin (HbF) can reduce the severity of the disease. For instance, the Xmn1 polymorphism in the Gy-globin gene can elevate HbF levels and result in a milder phenotype [Preventiondiagnosis-of-Hbpathies_BOOKLETNEW-1.pdf#page=61].</li>
  <li><strong>Specific β-thalassaemia Mutations:</strong> More than 200 β-thalassaemia mutations have been described, each with varying phenotypic severity. For example, the mild β+-type mutation -88 (C->T) generally results in a very mild clinical phenotype, while the β+-thalassaemia mutation Cap+1 (A->C) can result in thalassaemia major in some homozygous patients [Preventiondiagnosis-of-Hbpathies_BOOKLETNEW-1.pdf#page=72].</li>
</ul>

<p>For more detailed information or specific genetic counseling, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

"
1108b965-8882-4349-8af5-37ed2036b397,2025-02-03T09:09:47.399431+00:00Z,213.7.212.90:51582,Τι είναι η θαλασσαιμία;,"<!DOCTYPE html>
<html lang=""el"">
<head>
    <meta charset=""UTF-8"">
    <title>Τι είναι η θαλασσαιμία;</title>
</head>
<body>
    <h1>Τι είναι η θαλασσαιμία;</h1>
    <p>Η θαλασσαιμία είναι μια κληρονομική διαταραχή του αίματος που προκαλείται από γενετικά ελαττώματα που επηρεάζουν την παραγωγή της αιμοσφαιρίνης, μιας πρωτεΐνης στα ερυθρά αιμοσφαίρια που επιτρέπει τη μεταφορά οξυγόνου από τους πνεύμονες σε όλο το σώμα. Αυτό οδηγεί σε έλλειψη λειτουργικών ερυθρών αιμοσφαιρίων και χαμηλά επίπεδα οξυγόνου στο αίμα, προκαλώντας διάφορα προβλήματα υγείας ανάλογα με τον τύπο και τη σοβαρότητα της κατάστασης [HaveYouHeard_EN.pdf#page=1][FocusOnAThal_EN.pdf#page=1].</p>
    <p>Υπάρχουν δύο κύριοι τύποι θαλασσαιμίας:</p>
    <ul>
        <li><strong>α-θαλασσαιμία:</strong> Προκαλείται από έλλειψη ή μεταλλάξεις στα γονίδια που σχετίζονται με την παραγωγή της α-σφαιρίνης [FocusOnAThal_EN.pdf#page=1].</li>
        <li><strong>β-θαλασσαιμία:</strong> Προκαλείται από έλλειψη ή μεταλλάξεις στα γονίδια που σχετίζονται με την παραγωγή της β-σφαιρίνης [FocusOnAThal_EN.pdf#page=1].</li>
    </ul>
    <p>Η β-θαλασσαιμία, γνωστή και ως θαλασσαιμία major, είναι μια σοβαρή μορφή της διαταραχής που απαιτεί τακτικές μεταγγίσεις αίματος και θεραπεία αποσιδήρωσης για τη μείωση των επιπέδων τοξικού σιδήρου που συσσωρεύεται στο σώμα λόγω των χρόνιων μεταγγίσεων [TreatingThalassaemia_English.pdf#page=1].</p>
    <p>Για περισσότερες πληροφορίες, μπορείτε να επισκεφθείτε την ιστοσελίδα της <a href=""http://thalassaemia.org.cy"">Thalassaemia International Federation</a> ή να επικοινωνήσετε μέσω email στο <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

      "
1110fa5d-a0a4-411e-ba1e-46bdbc595fce,2025-01-29T23:11:19.946331+00:00Z,188.172.109.163:57376,Cure ,"<h1>Cure for Thalassaemia</h1>

<p>Currently, there are two main potential curative treatments for thalassaemia:</p>

<h2>1. Allogeneic Haematopoietic Stem Cell Transplantation (HSCT)</h2>
<p>HSCT is the only available curative option for patients with transfusion-dependent thalassaemia. This procedure involves substituting the ineffective or abnormal erythropoiesis with donor-derived red blood cells that produce adequate functional haemoglobin. It is particularly effective when matched sibling donors are available and is more cost-effective than lifelong blood transfusion and chelation therapy [AlphaThalGuidelines_web.pdf#page=129].</p>

<h2>2. Gene Therapy</h2>
<p>Gene therapy is a promising scientific process that involves correcting the affected gene outside the body and then replacing it into the patient's blood-forming tissues. This method aims to make the tissues capable of producing new red cells containing normal haemoglobin. Although still experimental, gene therapy offers hope for a final cure without the need for donors, unlike bone marrow transplantation [TIF-GENE-THERAPY_FINAL.pdf#page=2][TIF-HAEMOGLOBIN-DISORTERS-3-low.pdf#page=24].</p>

<p>For more detailed information, you can contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

"
11737f9f-c8b1-42de-be2b-4f152c0681e0,2025-01-15T12:47:32.958621+00:00Z,213.7.212.90:54262,Γεννοσημα φαρμακα,"<!DOCTYPE html>
<html lang=""el"">
<head>
    <meta charset=""UTF-8"">
    <title>Γενόσημα Φάρμακα</title>
</head>
<body>
    <h1>Γενόσημα Φάρμακα</h1>
    <p>Τα γενόσημα φάρμακα είναι φάρμακα που δημιουργούνται για να είναι ίδια με ένα υπάρχον εγκεκριμένο φάρμακο με εμπορική ονομασία όσον αφορά τη μορφή δοσολογίας, την ασφάλεια, τη δύναμη, τη διαδρομή χορήγησης, την ποιότητα και τα χαρακτηριστικά απόδοσης [TDT 4TH EDITION (Version 2.0).pdf#page=93].</p>
    <p>Για τους ασθενείς με θαλασσαιμία, έχουν αξιολογηθεί διάφορα φάρμακα για την ασφάλεια και την αποτελεσματικότητά τους:</p>
    <ul>
        <li><strong>Deferoxamine, deferiprone και deferasirox:</strong> Αυτά τα φάρμακα είναι αποτελεσματικά στη μείωση του συνολικού φορτίου σιδήρου στο σώμα καθώς και της συγκέντρωσης σιδήρου στο ήπαρ (LIC) [TDT 4TH EDITION (Version 2.0).pdf#page=93].</li>
        <li><strong>Αντιιικά φάρμακα άμεσης δράσης για την ηπατίτιδα C:</strong> Αυτά τα νέα φάρμακα χωρίς IFN και ριμπαβιρίνη είναι αποτελεσματικά και ασφαλή σε ασθενείς με θαλασσαιμία [TDT 4TH EDITION (Version 2.0).pdf#page=302].</li>
        <li><strong>Αναλογικά νουκλεοσίδια και νουκλεοτίδια από το στόμα:</strong> Αυτά είναι καλά ανεκτά και αποτελεσματικά για τη χρόνια ηπατίτιδα Β, αν και η απώλεια του HbsAg παραμένει σπάνια [TDT 4TH EDITION (Version 2.0).pdf#page=302].</li>
        <li><strong>Mitapivat:</strong> Αυτό το φάρμακο αξιολογείται επί του παρόντος σε δοκιμές φάσης 3 για θαλασσαιμία που δεν εξαρτάται από μεταγγίσεις και θαλασσαιμία που εξαρτάται από μεταγγίσεις. Οι αρχικές μελέτες έχουν δείξει ελπιδοφόρα αποτελέσματα στην αύξηση των επιπέδων αιμοσφαιρίνης [TIF-GENE-THERAPY_FINAL.pdf#page=3].</li>
        <li><strong>Υδροξυουρία:</strong> Αυτό το φάρμακο έχει δείξει δυναμική στη βελτίωση των αιματολογικών αποτελεσμάτων σε ασθενείς με NTDT, αν και λείπουν τυχαιοποιημένες κλινικές δοκιμές [TIF-GENE-THERAPY_FINAL.pdf#page=2].</li>
    </ul>
    <p>Για περισσότερες πληροφορίες ή συγκεκριμένες ερωτήσεις, παρακαλούμε επικοινωνήστε με το <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

      "
118b8b27-87da-48a4-9e4f-87c1413ea95b,2024-12-21T15:21:31.363249+00:00Z,81.227.95.95:50345,hello ,"<h1>Hello!</h1>

<p>How can I assist you today? If you have any questions about thalassaemia, feel free to ask!</p>

<p>If you need further assistance, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

"
118c5c10-4e58-4aee-9499-0e072bb7b7bf,2025-01-13T13:03:35.331874+00:00Z,5.127.6.253:12967,سلام,"<h1>سلام</h1>
<p>در ایران، برنامه‌های جامع بهداشتی اولیه وجود دارد که به هر خانواده دسترسی دارند و شامل آموزش‌های منظم برای کارکنان است. در سال ۱۹۹۶، جمعیت ایران بیش از ۶۰ میلیون نفر بود که اکثریت آنها مسلمان بودند. بسته به منطقه، بین ۱.۵ تا ۱۲ درصد از جمعیت حامل بتا-تالاسمی هستند؛ ازدواج‌های خویشاوندی رایج است و بیش از ۱۲۰۰ تولد مبتلا در سال وجود دارد. اکثریت کودکان مبتلا تشخیص داده می‌شوند و تمام تلاش‌ها برای ارائه بهترین درمان ممکن انجام می‌شود که به طور قابل توجهی نرخ بقا را بهبود بخشیده است. در نتیجه، تعداد بیماران تالاسمی تحت درمان سالانه حدود ۱۲۰۰ نفر افزایش می‌یابد و بیش از ۲۰۰۰۰ نفر به مراکز درمانی اختصاصی مراجعه می‌کنند. هزینه فعلی درمان بهینه حدود ۱۵۰ میلیون دلار در سال است که معادل تقریباً ۸ درصد از کل هزینه‌های بهداشتی ملی است.</p>
<p>برای اطلاعات بیشتر می‌توانید به <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a> ایمیل بزنید.</p>
<p>منبع: [PreventionVol1_English.pdf#page=74]</p>

"
11aa1621-ba5e-4ab6-a958-02f6411a50e4,2025-01-13T09:26:52.003900+00:00Z,103.231.204.221:62554,What are the symptoms of thalassaemia intermedia?,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <title>Symptoms of Thalassaemia Intermedia</title>
</head>
<body>
    <h1>Symptoms of Thalassaemia Intermedia</h1>
    <p>Thalassaemia intermedia is a condition that can vary widely in its severity. The symptoms can range from mild to severe, and they may include:</p>
    <h2>Moderate Cases</h2>
    <ul>
        <li>Slight pallor</li>
        <li>Slight yellowish discoloration of the sclerae (whites of the eyes)</li>
        <li>Enlarged abdomen and spleen</li>
    </ul>
    <h2>Severe Cases</h2>
    <ul>
        <li>Malaise</li>
        <li>Pallor</li>
        <li>Fatigue</li>
        <li>Bone deformities</li>
        <li>Fractures</li>
    </ul>
    <p>In more severe forms, patients may also experience complications such as weak bones with deformities and fractures, thrombophilia, and pulmonary hypertension. Regular transfusions may become necessary later in life due to these complications [NursesGuide_English.pdf#page=40].</p>
    <p>For more detailed information, you can refer to the following sources:</p>
    <ul>
        <li><a href=""NursesGuide_English.pdf#page=40"">Nurses Guide</a></li>
        <li><a href=""AboutThalassaemia_English.pdf#page=103"">About Thalassaemia</a></li>
        <li><a href=""TIF_Guidelines_NTD_BThal.pdf#page=11"">TIF Guidelines</a></li>
    </ul>
    <p>If you have further questions, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

      "
11f36e73-5c50-4221-a4bd-b679a97fcce3,2025-02-01T11:11:46.402443+00:00Z,85.75.76.60:61453,TDT references that you have,"<h1>References for Transfusion Dependent Thalassaemia (TDT)</h1>

<p>Here are some key references related to the management and guidelines for Transfusion Dependent Thalassaemia (TDT):</p>

<ul>
    <li>Cappellini MD, Farmakis D, Porter J, Taher A. Guidelines for the Management of Transfusion Dependent Thalassemia (TDT), 4th Edition - version 2. Thalassemia International Federation, 2021 [NutritionGuide_ThalPKD_v2.pdf#page=12].</li>
    <li>Goldberg EK, Lal A, Fung EB. Nutrition in Thalassemia: A Systematic Review of Deficiency, Relations to Morbidity, and Supplementation Recommendations. J Pediatr Hematol Oncol. 2022. 44(1):1-11 [NutritionGuide_ThalPKD_v2.pdf#page=12].</li>
    <li>Musallam KM, Vitrano A, Meloni A, et al. Survival and causes of death in 2,033 patients with non-transfusion-dependent beta-thalassemia. Haematologica 2021;106(9):2489-2492 [2025 TDT 5TH EDITION.pdf#page=165].</li>
    <li>Angelucci E. Hematopoietic stem cell transplantation in thalassemia. Hematology Am Soc Hematol Educ Program 2010;2010:456-462 [2025 TDT 5TH EDITION.pdf#page=392].</li>
    <li>Lucarelli G, Galimberti M, Polchi P, et al. Bone marrow transplantation in patients with thalassemia. N Engl J Med 1990;322(7):417-421 [2025 TDT 5TH EDITION.pdf#page=392].</li>
    <li>Viprakasit V, Gattermann N, Lee JW, et al. Geographical variations in current clinical practice on transfusions and iron chelation therapy across various transfusion-dependent anaemias [2025 TDT 5TH EDITION.pdf#page=67].</li>
    <li>Murphy A, Bere N, Vamvakas S, Mavris M. The Added Value of Patient Engagement in Early Dialogue at EMA: Scientific Advice as a Case Study. Front Med (Lausanne) 2021;8:811855 [2025 TDT 5TH EDITION.pdf#page=451].</li>
    <li>Erdoğan E, Canatan D, Ormeci AR, et al. The effects of chelators on zinc levels in patients with thalassemia major. J Trace Elem Med Biol. 2013 Apr;27(2):109-11 [NutritionGuide_ThalPKD_v2.pdf#page=34].</li>
</ul>

<p>For more detailed information, you can visit the <a href=""https://thalassaemia.org.cy"">Thalassaemia International Federation</a>.</p>

"
120b721e-2d92-4904-abbd-3e639a68725e,2025-02-04T20:57:45.303891+00:00Z,94.32.164.193:65212,Can you speak italian? ,"<p>Non parlo italiano. Se hai bisogno di assistenza in italiano, puoi contattare l'email <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a> per ulteriore aiuto.</p>

"
122c3c0a-cf6d-48da-8c41-ebbad4c8c86a,2025-01-30T03:57:57.105558+00:00Z,24.91.241.48:39186,What are the side effects of long-acting hepcidin analogues?,"<h1>Side Effects of Long-Acting Hepcidin Analogues</h1>

<p>Long-acting hepcidin analogues, also known as minihepcidins, are still under investigation, and their side effects are not fully established. However, based on available data, some potential adverse effects include:</p>

<ul>
    <li>Abdominal disturbances and diarrhoeal symptoms, which typically subside within the first week of administration [AboutThalassaemia_English.pdf#page=74].</li>
    <li>Periodic fever and common cold symptoms [AboutThalassaemia_English.pdf#page=74].</li>
    <li>Itchy skin rash, which can be widespread or localized, usually appearing within the first 15 days of administration and typically subsiding without the need to stop or reduce the dose [AboutThalassaemia_English.pdf#page=74].</li>
    <li>Increased creatinine levels, indicating potential effects on kidney function [AboutThalassaemia_English.pdf#page=74].</li>
</ul>

<p>For more detailed information or specific inquiries, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

"
12588a1a-0a28-4ae3-a0e6-bfb8cd5a9edb,2025-01-14T09:05:04.837768+00:00Z,213.133.95.240:51500,What are the best sources of vitamin D for thalassaemia patients?,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <title>Best Sources of Vitamin D for Thalassaemia Patients</title>
</head>
<body>
    <h1>Best Sources of Vitamin D for Thalassaemia Patients</h1>
    <p>Vitamin D is crucial for thalassaemia patients to protect against osteoporosis and other complications. Here are the best sources of vitamin D:</p>
    <ul>
        <li><strong>Fatty Fish:</strong> Sardines, salmon, and swordfish are excellent natural sources of vitamin D [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=20].</li>
        <li><strong>Fish Oils:</strong> Cod liver oil is a rich source of vitamin D [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=20].</li>
        <li><strong>Wild Mushrooms:</strong> Some mushrooms naturally contain vitamin D [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=20].</li>
        <li><strong>Egg Yolks:</strong> Egg yolks provide a modest amount of vitamin D [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=20].</li>
        <li><strong>Fortified Foods:</strong> In some countries, foods such as milk, cereals, yogurt, and orange juice are fortified with vitamin D [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=20].</li>
        <li><strong>Supplementation:</strong> Due to the difficulty of obtaining sufficient vitamin D from food alone, supplementation is often recommended. Adults may take 1,000 to 2,000 IU/day or 50,000 IU per month of vitamin D2 or D3 [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=20][NutritionGuide_ThalPKD_v2.pdf#page=104].</li>
    </ul>
    <p>It is also recommended to have vitamin D levels in the blood assessed every 6 months to maintain optimal levels [Nutrition in Thalassaemia for Patients_2024_web_FINAL.pdf#page=20].</p>
    <p>If you need further assistance, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

      "
12b69e4a-b5f1-4561-9d39-c4ba3286605a,2025-01-13T14:01:59.440555+00:00Z,94.252.73.111:57678,what are the different types of thalassemia?,"<!DOCTYPE html>
<html lang=""en"">
<head>
    <meta charset=""UTF-8"">
    <title>Types of Thalassaemia</title>
</head>
<body>
    <h1>Types of Thalassaemia</h1>
    <p>Thalassaemia is a group of inherited blood disorders characterized by decreased production of haemoglobin. There are two main types of thalassaemia:</p>
    <ul>
        <li><strong>Alpha (α) Thalassaemia:</strong> Occurs when a gene or genes related to the α-globin protein are missing or mutated.</li>
        <li><strong>Beta (β) Thalassaemia:</strong> Occurs when similar genetic defects affect the production of the β-globin protein.</li>
    </ul>
    <p>Thalassaemia can also be classified based on the severity of the condition:</p>
    <ul>
        <li><strong>Thalassaemia Minor:</strong> Individuals are generally healthy and may have a mild form of anaemia. They are also known as carriers.</li>
        <li><strong>Thalassaemia Intermedia:</strong> This form is of intermediate severity and may occasionally require blood transfusions.</li>
        <li><strong>Thalassaemia Major:</strong> The most severe form, also known as transfusion-dependent thalassaemia, requiring regular blood transfusions.</li>
    </ul>
    <p>For more detailed information, you can refer to the <a href=""https://www.thalassaemia.org.cy"">Thalassaemia International Federation</a>.</p>
    <p>If you have further questions, please contact <a href=""mailto:info@thalassaemia.org.cy"">info@thalassaemia.org.cy</a>.</p>

      "
